"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2126","Create new milestone by authorized user","","Wed Nov 20 15:04:35 GMT 2024","passed","Wed Nov 20 15:04:37 GMT 2024","","","Tests","HomepageHasPlaywrightInTitleAndGetStartedLinkLinkingtoTheIntroPage"
